Unnamed: 0,Buyer,Country,Email,Phone,Website,Address,Status,GTIP,Description,Invoices,USD
1443.0,MELİNA S OVERKAPPING & VERANDA,HOLLANDA,"info@melinas.nl, nan, service@melinas.nl","+31615549337, nan","https://melinas.nl/en/, nan","Accumulatorstraat 3, 5641 TK Eindhoven, Netherlands",✅ Found,Profiller,"AL�E2�MİN4BYUM BOY21ALI PROF�8A�L 5001 TEK2 STÜR 7016 ANTRASİT 6063 F22 2500 MM,ALÜMİNYUM BOYALI PROFİL 5001 TEKSTÜR 7016 ANTRASİT 6063 F22 5500 MM,ALÜMİNYUM BOYALI PROFİL 5002 TEKSTÜR 7016 ANTRASİT 6063 F22 2500 MM,ALÜMİNYUM BOYALI PROFİL 7177 TEKSTÜR 7016 ANTRASİT 6063 F22 1035 MM,ALÜMİNYUM BOYALI PROFİL 7177 TEKSTÜR 7016 ANTRASİT 6063 F22 985 MM",12,"$271,994"
1444.0,ALWİTRA GMBH,ALMANYA,"alwitra@alwitra.de, nan, s.schmitt@alwitra.de","+49 651 9102-0, nan","https://alwitra.de/en/, nan","alwitra GmbH, Am Forst 1, 54296 Trier, Germany",✅ Found,Profiller | İçi boş profiller,*ALUMINYUM} PROFIL | ALÜMİNYUM }PROFİL,9,"$271,869"
1445.0,ALUMETAS UAB,LİTVANYA,"alumetas@gmail.com, nan, seskineslangai@gmail.com","+37052552525, +37060354546, +37068576892, nan","http://www.alumetas.lt, nan","Medeinos g. 3-29, LT-06142, Vilnius, Lithuania",✅ Found,Profiller,"AL�E2�MİN4BYUM BOY21ALI PROF�8A�L 1496 PAR2 LAK RAL 09058.OHCX7 ANTRASİT ALM 6063 F22 6500 MM,ALÜMİNYUM BOYALI P+ROFİL 7122 PARLAK RAL 09058.OHCX7 ANTRASİT ALM 6063 F22 7000 MM,ALÜMİNYUM BOYALI PROFİL | AL�E2�MİN4BYUM BOY21ALI PROF�8A�L 5688 PAR2 LAK RAL 09058.OCR29 KAHVERENGİ ALM 6063 F22 5900 MM,ALÜMİNYUM BOYALI PROFİL 5688 PARLAK RAL 09058.OHCX7 ANTRASİT ALM 6063 F22 5900 MM,ALÜMİNYUM BOYALI PROFİL 7120 PARLAK RAL 09058.OCR29 KAHVERENGİ ALM 6063 F22 6000 MM,ALÜMİNYUM BOYALI PROFİL 7120 PARLAK RAL 09058.OCR29 KAHVERENGİ ALM 6063 F22 7000 MM,ALÜMİNYUM BOYALI | AL�E2�MİN4BYUM BOY21ALI PROF�8A�L 6705 PAR2 LAK RAL 09058.OCR29 KAHVERENGİ ALM 6063 F22 6500 MM,ALÜMİNYUM BOYALI PROFİL 6705 PARLAK RAL 09058.OHCX7 ANTRASİT ALM 6063 F22 6500 MM,ALÜMİNYUM BOYALI PROFİL 6705 PARLAK RAL 09658.MHCY3 GRİ ALM 6063 F22 6500 MM,ALÜMİNYUM BOYALI PROFİL | AL�E2�MİN4BYUM BOY21ALI PROF�8A�L AP4668 P2 ARLAK RAL 09058.OCR29 KAHVERENGİ ALM 6063 F22 6500 MM,ALÜMİNYUM BOYA+LI PROFİL AP4668 PARLAK RAL 09058.OHCX7 ANTRASİT ALM 6063 F22 6500 MM",25,"$271,211"
1446.0,TOUNEGO IMPORT EXPORT,FAS,"nan, tounego@gmail.com","+212535600303, nan",,"118 Quartier Industriel Ain Chkef, Fès, Morocco",✅ Found,Profiller | İçi boş profiller,ALM.PROFIL} PRESS | PALMERA ACCESSORY SE-T,8,"$270,957"
1447.0,LP TRADING,İSVİÇRE,"info@luxurypartner.ch, nan","+41 76 433 48 80, nan",,"Chemin des Celliers 10, 2520 La Neuveville, Switzerland",✅ Found,Profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLL/ER(BOYASIZ,ISI YALITIMI İÇERMEYEN) | ALUMİNYUM }PROFİL",11,"$270,956"
1448.0,AUTLED GMBH,AVUSTURYA,"[""anfrage@autled.com"",""office@autled.com"",""order@autled.com"",""bestellung@autled.com"",""inquiry@autled.com""]","[""+43224521222"",""+430224521222"",""+43022452122299"",""4322452122""]","[""https://autled.com/"",""https://autled.com/en/""]","[""Autled GmbH, Resselstraße 3, 2120 Obersdorf, Austria""]",,İçi boş profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLL/ER(BOYASIZ,ISI YALITIMI İÇERMEYEN) | ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM }PROFİL | İÇİ BOŞ ALÜMİNYUM PROFİL (1750 ADET=1875/ KG)",17,"$269,941"
1449.0,OBERHAUSER BAU - SYSTEME GMBH,ALMANYA,"info@oberhauser-pv.de, info@ohbau.de, info@unterholzer.net, nan, to@ohbau.de, vertrieb@ohbau.de","+4986311660652, +498635693920, +4986356939220, nan","https://www.ohbau.de, nan","Rohrbach – Bahnhof 18, 84494 Niederbergkirchen, Deutschland",✅ Found,Profiller,ALÜMİNYUM ÇUBUKLAR VE PROFİLLER (İZOLASY/ONSUZ) | ALÜMİNYUM ÇUBUKLAR VE PROFİLLER (İZOLASYONSUZ),7,"$269,596"
1450.0,NOVA ALM.SYSTEMS LTD.,BİRLEŞİK KRALLIK,"nan, sales@nova-aluminium.com, team@nova-aluminium.com","+441179556463, nan","https://nova-aluminium.com/, nan","Nova Aluminium Systems Limited, 11 Lawfords Gate, St. Judes, Bristol, BS2 0DY, United Kingdom",✅ Found,Profiller,"PRES PROFİL,ÖZEL RENKLİ TOZ BOYALI ALM.P/ROFİL,MAT BEYAZ (NATURAL) ELOKSAL (BMB)",26,"$269,250"
1451.0,ALTUN TEKSTIL D.O.O.,SIRBİSTAN,"[""totalizvodi@gmail.com""]","[""020316354""]","[""https://altuntekstil.com/en/"",""https://www.companywall.rs/firma/altun-tekstil-doo-beograd/MMpE3tAq""]","[""SVETOZARA RADOJČIĆA 72B, 11050, BEOGRAD (ZVEZDARA), Srbija""]",,Profiller,BOYALI ALÜM.PROFİL (FİTİLSİZ),54,"$268,743"
1452.0,EURO STOLARIJA,SIRBİSTAN,"[""contact@eurostolarijadooloznica.com"",""novosimic@yahoo.com"",""contact@srmrecruiter.com""]","[""38115878005"",""38765915851"",""381222352367"",""40773396261"",""+381015878005"",""+381015878008"",""+3810112129181"",""+3810646400223"",""+3810216310227"",""+3810646400224"",""+381015282119"",""+3810646120423""]","[""https://www.eurostolarija.rs/"",""https://www.eurostolarijadooloznica.com/""]","[""Ulica Marka Kraljevića bb 15300 Loznica"",""MARKA KRALJEVICA BB Loznica, 264419 Serbia"",""Bulevar Arsenija Čarnojevića br. 99-99D Beograd"",""Ulica Danila Kiša br. 14 Novi Sad"",""Ulica Karađorđeva br. 39-41 Prnjavor""]",,Profiller,ALÜMİNYUM  KASA PROFİLİ - PRES*ALÜMİNYUM/  KASA PROFİLİ - PRES | ALÜMİNYUM KANAT PROFİLİ - PRES*ALÜMİNYUM/ KANAT PROFİLİ - PRES,30,"$268,067"
1453.0,EXCELLENT BAUSYSTEME UG ALU,ALMANYA,"info@excellent-bausysteme.de, info@ug-alu.de, nan","+491637888303, +4921027708577, +4921027708719, nan","https://www.ug-alu.de/, nan","UG-Alu GmbH, Holterkamp 7, 40880 Ratingen, Germany",✅ Found,Profiller,"1.5 MM ALM} KAPAK SAC | 1.5 MM ALM} U SAC | ALUMINYUN LEVHA KOMP-OZİT PANEL MALZEME | ALUMİNYUM AKSESSUAR,ALUMINYUM EŞİKLİ TEK/ER,ALUMINYUM DİKME | ALÜMİNYUM AKSESUAR  -APARATI | ALÜMİNYUM KAPI AKSES-UAR",11,"$267,878"
1454.0,SC ALUSAR PLAST SRL,MOLDOVA,"nan, office@alusar.md","+37322421165, +37322475358, +37369001660, nan","https://alusar.md/, nan","MD-2023, or. Chișinău, str. Uzinelor 208, Moldova",✅ Found,Profiller | İçi boş profiller,"ALUMİNYUM PROFİL(BOY-ALI) | ALÜMİNYUM PROFİL(BOYASIZ VE KAPLAMASIZ)/ | BAF.165.01.0002 ALÜMİNYUM 165MMKUTU 45 DERECE ÖN CEVİZ,BAB.165.01.0002 ALÜMİNYUM 165MMKUTU 90 DERECE ARKA CEVİZ | FAE.050.0S.0002 39MM LAMELLER İÇİN 50MM ALT PARÇA PROFİLİ CEVİZ,GAE.053.OB.0002 39MM LAMELER İÇİN 53MM KUTULU YAN RAY PROFİLİ",29,"$267,604"
1455.0,JOSEF EIBL GMBH,ALMANYA,"dichtl@eibl-gmbh.de, eibl@eibl-gmbh.de, foeck@eibl-gmbh.de, groessl@eibl-gmbh.de, info@eibl-gmbh.de, nan, post@eibl-gmbh.de, tauschek@eibl-gmbh.de, vertrieb@eibl-gmbh.de","+49874496030, +498744960312, +498744960316, +498744960325, +498744960330, nan","https://eibl-gmbh.de, nan","Josef-Eibl-Straße 1, 84168 Aham, Germany",✅ Found,İçi boş profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLL/ER(BOYASIZ,ISI YALITIMI İÇERMEYEN)",3,"$267,530"
1456.0,DAJLAT ALASIL COMPANY,IRAK,"al-aseel.company@alaseel-iraq.com, nan","+9647704842839, +9647717779933, +9647807468544, +9647817779933, nan","https://alaseel-iraq.com, nan","العراق - بغداد - جرف النداف (Iraq - Baghdad - Jurf Al Naddaf); also listed as السعدون, Baghdad / ساحه النصر شارع تونس",✅ Found,İçi boş profiller,ALÜMİNYUM }PROFİL,3,"$267,517"
1457.0,OLUK D.O.O.,HIRVATİSTAN,"info@oluk.hr, komercijala@oluk.hr, maloprodaja@oluk.hr, nan, prodaja@oluk.hr, webshop@oluk.hr","+38531727520, +385916056464, nan","https://www.oluk.hr/, nan","Kraljevci 36, 31550 Valpovo, Croatia",✅ Found,Profiller,ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL ELO-KSALLI | ALÜMİNYUM PROFİL ELOKSALLI | ALÜMİNYUM PROFİL(BOYASIZ),30,"$267,499"
1458.0,Q.SAMUR,IRAK,"info@q-samur.com, nan","+9647506668889, nan","https://q-samur.com/, nan","Lawan City, Erbil, Iraq",✅ Found,Profiller,,12,"$267,066"
1459.0,"ANGBEJAR, LLC",BIRLEŞIK DEVLETLER,"info@angbejar.com, nan","+16787211985, nan","https://angbejar.com, nan","AngBéjar, LLC, 340 N Erwin St, Cartersville, GA 30120, United States",✅ Found,Profiller,"AL�E2�MİN4BYUM PRO21FİL (1708A22,6 METRE)2 , ALÜMİNYUM PROFİL(3624,54 METRE),(14677,65 METRE),(14677,65 METRE),(3636,12 METRE),(1250,64 METRE),(1152,21 METRE),(1204,32 METRE),(3474 METRE),9773 RAL 9016 BEYAZ  ALÜMİNYUM PROFİL(8250265446 METRE),9773 RAL 9005 SİYAH ALÜMİNYUM PROFİL(2373,9 METRE),9773 RAL 8099 BRONZ ALÜMİNYUM PROFİL(2460,75 METRE)",4,"$266,967"
1460.0,DAGIO L.T.D.,BULGARİSTAN,sales@djia.bg; onlineshop@djia.bg,35924020400; 359882947793; 359888179717,https://djia.bg,"5 Svoboda str., 2800, Sandanski, Bulgaria; 31 Atanas Moskov str., Western Industrial Zone, Varna, 9023 Bulgaria; ВАРНА - магазин и складова база ЗПЗ, ул. Атанас Москов 31",,Profiller | İçi boş profiller,"205 ÖN/ST.BKM/BEYAZ/ASAS/6 M,205 ÜST/ST.BKM/BEYAZ/ASAS/6 M,205 ÖN/ST.BKM/ANT.GRİ/ASAS/6 M,205 ÜST/ST.BKM/ANT.GRİ/ASAS/6 M,250 ÖN /ST.BKM/BEYAZ/ASAS/6 M,250 ÜST/ST.BKM/BEYAZ/ASAS/6 M,350 ÖN/ST.BKM/BEYAZ/ASAS/6 M,350 ÜST/ST.BKM/BEYAZ/ASAS/6 M,350 ÖN/ST.BKM/BEYAZ/ASAS/4 M,350 ÜST/ST.BKM/BEYAZ/ASAS/4 M,55S LAMEL/BEYAZ/DELİKLİ/6,5 M,55S LAMEL/KAHVE/DELİ | ALUMINYUM }PROFİL | KATLAMA ELİPS PROFİL,KATLAMA PROFİL ARA /ÇUBUK | KATLAMA PROFİL ARA Ç-UBUK | ST 32MM BO}RU",34,"$266,665"
1461.0,BÖCKER MASCHINENWERKE GMBH,ALMANYA,"info@boecker.de, mietservice@boecker.de, nan, service@boecker.de","+4915168828555, +49238979890, +4923897989622, +49238979899000, +49238979899650, nan","https://boecker.de/, nan","Lippestr. 69-73, DE-59368 Werne, Germany",✅ Found,Profiller,ALÜMİNYUM }PROFİL,4,"$266,357"
1462.0,DETE DETAİL S.R.O.,ÇEK CUMHURİYETİ,"detede@detede.cz, martin@detede.cz, nan, perlik@detede.cz","+420770128911, +420770128912, +420770128913, nan","https://www.detede.net/, nan","Řípská 874, 276 01 Mělník, Czech Republic",✅ Found,Profiller,60711 ALUMİNYUM PROFİL 6100-RAL 9016 (T1)*T1 | 60711 ALUMİNYUM PROFİL 6100-RAL 9016 (T1/)*T1,21,"$266,309"
1463.0,SC GEAM CRISTAL KING SRL,ROMANYA,"[""office@geamcristalking.ro"",""geamcristal@yahoo.com""]","[""+40241515470"",""+40723125033"",""+40726354442"",""+40724354701""]","[""https://geamcristalking.ro/""]","[""B.Dul Aurel Vlaicu Nr.125, Constanta, Romania""]",,Profiller,BOYALI ALÜMİNYUM PRO-FİL,27,"$265,939"
1464.0,HOUSE OF FUTURE LTD.,GÜRCİSTAN,"[""houseoffuture@hotmail.com""]","[""+995 341 259892""; ""(595) 10 10 42""; ""238 13 27""; ""200 03 60""]",,"[""14 Abashvili St., Tbilisi, Varketili"",""183 Nutsubidze St., Tbilisi, Saburtalo"",""Chachava str. 8, Tbilisi, Didube-Chugureti District"",""16 m/d, Rustavi, Kvemo Kartli Region""]",✅ Found,İçi boş profiller,"ALUMİNYUM PROFİL PRES*ALUMİNYUM PROFİL PRES,ALÜMİNYUM PROFİL BOYALI*ALÜMİNYUM PROFİL BOYALI+",13,"$265,742"
1465.0,RACBELLE GLOBAL VENTURES,NİJERYA,,,,"NO. 111 OWOLABI STREET, AGO OKOTA, LAGOS, Nigeria",⚠️ Nothing found,Profiller,ALÜMİNYUM }PROFİL,5,"$265,687"
1466.0,GSE INTEGRATION,FRANSA,"benjamin.moreau@gseintegration.fr, contact@gseintegration.com, nan, technical.support@gseintegration.com, uk@gseintegration.com, victor.bedot@gseintegration.com","+33170320800, nan","https://www.gseintegration.com, nan","155-159 Rue du docteur Bauer, 93400 Saint-Ouen, France",✅ Found,İçi boş profiller,** ALÜMİNYUM PROFİL ( BOYALI ) 2023/D1-0/3000  ** | ** ALÜMİNYUM PROFİL (BOYASIZ) 2023/D1-03/000  **,5,"$265,619"
1467.0,LENOX ALUMINIUM SYSTEMS,BULGARİSTAN,"[""info@lenoxgroup.bg"",""sales@lenox.bg"",""info@lenox.bg"",""orders.lenoxgroup@gmail.com"",""b.dimov@lenox.bg""]","[""+359879496383"",""+359879496381"",""+359885015544"",""+359884325948"",""+359879373581"",""+359882931122"",""+359031072827""]","[""https://lenoxgroup.bg/"",""https://lenoxgroup.bg/contacts"",""https://www.lenox.bg/en/contacts""]","[""Stryama 4142, 82 Vasil Levski Str., Stryama, Plovdiv, Bulgaria"",""Kaloyanovsko shosse №16, Stara Zagora 6003, Bulgaria""]",,Profiller,ALÜMİNYUM PROFİL ( B-OYASIZ ) | ALÜMİNYUM PROFİL( BO-YASIZ ),25,"$265,365"
1468.0,CMC EUROPE KFT.,MACARİSTAN,"info@cmc-europe.eu, nan","+361 472 5208, nan","https://cmc-europe.eu/, nan","1123 Budapest, Alkotás utca 55-61. B. ép. 1. em., Hungary",✅ Found,Profiller,DEEP VISION ALUMINYU-M KAMERA PROFILI,12,"$264,869"
1469.0,KAM-TEK LTD.,KUZEY KIBRIS TÜRK CUMHURİYETİ,"info@kam-tek.com, nan","+03924440707, +905391070700, nan","https://kam-tek.com/, nan","Haspolat Sanayi Bölgesi 1.Sokak, No:13, Haspolat, Lefkoşa, Northern Cyprus",✅ Found,Profiller | İçi boş profiller,"32MM LOCK }MULLİON | ACC. 215008 INSUL.PR-OF.FR FIN.INSID/1631 | ACC. 71R600 BRUSH FO-R DOOR 3 METER/03 | ACC. CO1125 END PİEC-E | ACC. RU3602 CENTRAL -GASKET | ACC. RU9704 COVER CA-P GASKET | ACC. VS5126 GLAZİNG -PACKER | BASE-PROFİLE FOR CLE-ATS/01 | BONDİNG PROFİLE/1693- | CLAMPİNG C}LEAT/01 | COUPLİNG P}ROFİLE | FRAME TRİ-}RAİL | FİNİSHİNG PROFİLE- | FİXED FRAME MONO-RAİ-L | GLAZİNG BE}AD 7,5 MM | GLAZİNG GASKET EXTER-İOR | GUİDİNG RA}İL | INSİDE WİNDOW GASKET- 3,5-7MM | INTERLOCKİNG PROFİLE- | PROF.52H18 PROF.FOR -ADJUST. T CONNE/07 | PROF.52P21 WEDGES 40- MM/07 | PROF.93H63}9/03 | PROF.A4T001 TRANSOM -72 MM | PROF.C8V00}4 VENT | PROF.C8V011 FINISHIN-G PROFILE MONO RAIL | PROF.Z9A007 WATER RE-JECT PROFİLE | PROF.Z9C016 REINFORC-ER        PROF.38993 | PROF.Z9C018 FINISHIN-G PROF.   PROF.38994 | PROF.Z9V099 SLIDING -ROD           7/1775 | PROFİLE CLAMPİNG COR-NER/01 | SCREW 4,2X25 DIN 798-2 | SEALİNG GA}SKET/1620 | SUPPO_RT | SİLL DUAL RAİL, 47MM- | V.ENT | WATER REJECT PROFİLE-",410,"$264,858"
1470.0,KLIPPAN SAFETY AB,İSVEÇ,"biuro@klippan-safety.pl, info@klippan-safety.com, info@klippan-safety.de, info@klippan-safety.se, nan","+4643518500, +480915734390, +49081359947900, nan","https://www.klippan-safety.se/en/, nan","Klippan Safety AB, Visiting address: Fabriksvägen 4, SE 264 39 Klippan, Sweden (Postal: P.O Box 93, SE 264 21 KLIPPAN)",✅ Found,Profiller,ALUMINYUM PROFİL MAT- BEYAZ ELOKSALLI,7,"$264,850"
1471.0,ALUMTZIDAN LTD,İSRAİL,,"+97248733335, +972508447388, nan","https://www.alumtzidan.co.il, nan","Sderot Hahistadrut 199, Haifa, 2629291, Israel",✅ Found,Profiller,"0010075.17.6*LINK BA-R | 008E20064.4B49.9T0521.7*VENT D8AOOR OUTWARD2  OPENING,0080066.49.9T05.7*VENT DOOR INWARD OPENING,0080469.49.9T05.6*OUTER FRAME DOOR OUTWARD OPENING,0080469.49.9T05.7*OUTER FRAME DOOR OUTWARD OPENING,0080836.49.9T05.7*CONNECTION PROFILE,0081815.49.9T05.6*DOUBLE CASEMENT PROFILE,0081874.17.7*FLOOR PROFILE OUTWARD OPENING,0081898.49.9T05.6*OUTER FRAME INWARD OP | 008E23100.4B49.9T0521.7*ALÜM�8A�NYUM PROF�2 �L BOYALI,0083121.49.9T05.7*ALÜMİNYUM PROFİL BOYALI,0083183.49.9T05.5*ALÜMİNYUM PROFİL BOYALI,0083183.49.9T05.7*ALÜMİNYUM PROFİL BOYALI,0303612.49.9T05.7*ALÜMİNYUM PROFİL BOYALI,0303632.49.9T05.7*ALÜMİNYUM PROFİL BOYALI,0340034.49.9T05.7*ALÜMİNYUM PROFİL BOYALI,0340536.49.9T05.7*ALÜMİNYUM PROFİL BOYALI,0340537.49.9T0 | 008E23826.4B49.9T0521.7*OUTER 8AFRAME CURTA2 IN WALL,0300081.49.9T05.7*EXPANSION PROFILE,0340352.49.9T05.7*AUXILIARY PROFILE,0342500.49.9T05.7*SUSPENSION PROFILE 58.15MM,0343521.49.9T05.7*TRANSOM 23.85MM,1080081.49.9T05.6*PROFILE FOR GASKET | 0340086.00.7*GLASS S-UPPORT 36.5MM | 0341511.00.7*PROFILE- T-BRACKET",6,"$264,646"
1472.0,"JOSEPH T.RYERSON & SON, INC.",BIRLEŞIK DEVLETLER,"nan, questions@ryerson.com, wwwdomadm@ryerson.com","+1-312-292-5000, +1-773-762-2121, nan","https://www.ryerson.com/, nan","227 W Monroe St, 27th Floor, Chicago, IL 60606, United States",✅ Found,İçi boş profiller,,4,"$264,391"
1473.0,MEPA METALLHANDELS PARTNER GMBH& CO.KG,ALMANYA,"dsgvo@mepa-metallhandel.de, info@mepa-fertigung.de, info@mepa-shop.de, mail@mepa-metallhandel.com, mail@mepa-metallhandel.de, nan","+49232794550, +492327945530, +492327945540, nan","https://www.mepa-shop.de, nan","Burgstr. 9a, 44867 Bochum, Germany",✅ Found,Profiller,ALUMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ) | ALUMİNYUM PROFİL (BOYASIZ VE KAPLAMASIZ)/,33,"$264,171"
1474.0,EL KABBARY COMPANY FOR ALUMINIUM,MISIR,"info@valvealkabbary.com, nan","+20 10 01000158, +20 10 20928811, +20 10 25003230, +20 10 25003232, +20 3 37218087, +20 3 5171112, +20 3 5171113, +20 3 5480181, +20 3 5486605, +20 3 5486606, +20 3 5496785, nan","https://valvealkabbary.com/en/, nan","5 Mohamed Agamy Street, off Khalil Hamada Street, Sidi Beshr Bahary, Alexandria, Egypt",✅ Found,Profiller | İçi boş profiller,ALUMINYUM ELOKSALLI - PROFİL,34,"$264,114"
1475.0,HETTICH DO-IT-YOURSELF GMBH & CO. KG,ALMANYA,"diy@hettich.com, info@hettich.com, nan, stella.nolte@hettich.com","+495428927770, +4954289277799, nan","https://diy.hettich.com, nan","Lange Str. 51, 49326 Melle-Neuenkirchen, Germany",✅ Found,İçi boş profiller,(D) TOPLİNE 8 ALUMİNYUM PROFİL MAT ELOKSALLI 2000 CM | (R) 9008 ALUMİNYUM PROF. 2000MM SL 16 PL/US 10X MAT ELOKSALLI,24,"$263,864"
1476.0,CARLPRINZ GMBH & CO.KG,ALMANYA,"nan, service@carlprinz.de","+49282397030, +492823970399, nan","https://www.carlprinz.de/en/, nan","von-Monschaw-Straße 5, 47574 Goch, Germany",✅ Found,Profiller,ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL(BOY-ASIZ) | ALÜMİNYUM }PROFİL,25,"$263,786"
1477.0,ALURON SP. Z.O.O.,POLONYA,"ablukacz@aluron.pl, aharney@aluron.eu, awc@aluron.pl, biuro@aluron.eu, biuro@aluron.pl, cciejka@aluron.eu, cciejka@aluron.pl, cd@aluron.pl, dkiczek@aluron.pl, domy@aluron.pl, dpopa@aluron.eu, export@aluron.pl, gkate@aluron.pl, iodo@aluron.pl, jcotton@aluron.eu, lkucharczyk@aluron.pl, mlarchik@aluron.eu, mwolynski@aluron.pl, mz@aluron.eu, mz@aluron.pl, nan, nostrouch@aluron.pl, pchrosniak@aluron.pl, poznan@aluron.pl, pw@aluron.pl, pzimny@aluron.pl, sskryl@aluron.pl, warszawa@aluron.pl, zperic@aluron.eu","+353871489950, +380686281563, +380981130902, +380985767430, +447908288347, +48326210600, +48451063517, +48507505405, +48509677727, +48532758960, +48602516500, +48602613513, +48606852352, +48660737941, +48662225963, +48696875371, +48882098921, nan","https://www.aluron.pl, nan","Aluron K. Baran i Wspólnicy S.K.A., ul. Podmiejska 11, 42-400 Zawiercie, Poland",✅ Found,İçi boş profiller,ALÜMİNYUM  PROFİL   -( BOYASIZ ),16,"$263,610"
1478.0,TELEKECI BATYR ROZYKULOV,TÜRKMENİSTAN,"batyrrozyyev2@gmail.com, nan","+99312468025, +99344435195, +99363969771, nan",,"14 Turkmenpolk Str., Astanababa town, Kerki district, Lebap province, Turkmenistan",✅ Found,Profiller,ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYALI) | ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER (/BOYASIZ) | BÜKÜMLÜ ALÜMİNYUM PROFİL MAT SİYAH BOYAL/I,20,"$263,607"
1479.0,GEZE MIDDLE EAST FZE,BİRLEŞİK ARAP EMİRLİKLERİ,"gezeme@geze.com, nan, service.me@geze.com","+97144541434, +97148063000, +97148833112, nan","https://www.geze.ae, nan","UD04 Blueshed, Jebel Ali Free Zone, Dubai, United Arab Emirates, P.O. Box 17903",✅ Found,Profiller,"ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/",7,"$263,511"
1480.0,WORKSPORT USA OPERATION CORP,BIRLEŞIK DEVLETLER,"nan, sales@worldsportsusa.com","+18339753777, nan","https://www.worldsportsusa.com, nan","4448 Eagle Falls Place, Tampa, FL 33619, United States",✅ Found,Profiller,,7,"$262,730"
1481.0,AMKAN INTERNATIONAL COMPANY FOR ALUMINIUM WORK,KUVEYT,"amkan_int@hotmail.com, nan","+96522008899, +96598084455, +96599800571, nan","https://amkanint.net, nan","الري قطعه ١ مجمع رقم ١٥١٣ شارع ٢٠ محل رقم ١٢-٤-٣, Al Rai, Farwaniya, Kuwait",✅ Found,Profiller,"152E2.01.04B1.001 A21LÜMİNYU8AM PROFİL P2 RES,152.30.01.001 ALÜMİNYUM  PROFİL PRES AVRUPA ISI 19-24MM ISI YALI+TIMLI",18,"$262,231"
1482.0,ABDULLAH ASFARI,SURIYE ARAP CUM. (SURIYE),,"[""+963212672577""]",,"[""طريق حلب إدلب, حلب, سوريا (Aleppo-Idlib Road, Aleppo, Syria)""]",⚠️ Nothing found,Profiller,ALÜMİNYUM PROFİL(DET-AY FATURADADIR),5,"$261,622"
1483.0,METALU,FRANSA,"contact@metalu.fr, nan","+33240391840, +33607249333, +33680640486, +33681705817, nan","https://www.metalu.com, nan","Chemin des Taillais, 44250 Saint-Brevin-les-Pins, France",✅ Found,Profiller,"10 MM ALÜMİNYUM ÇITA,16 MM ALÜMİNYUM ÇIT/A | SAP.055.SD.7016 55 MM STANDART ANTRASİT /GRİ",6,"$261,550"
1484.0,ODED  SHABTAI GALAI,İSRAİL,,,,"52 Yirmiyahu St, Tel Aviv, 6259441, Israel",⚠️ Nothing found,Profiller,ALUMİNYUM PROFİL | ALUMİNYUM }PROFİL,7,"$261,318"
1485.0,LTD C.M.L,GÜRCİSTAN,"[""cml_company@yahoo.com""]","[""283 83 84""; ""(595) 78 77 11""]",,"[""თბილისი, სანზონა, გურამიშვილის გამზ. 64""]",✅ Found,Profiller,"6063 BOYALI (RENKLİ)- PROFİLLER | ALUMINYUM ÇITA BUTIL-LI | ALÜMİNYUM ÇITA BUTİLLİ | BOYALI ALUMINYUM PROFIL(7.811,00KG),BOYA/LI ALUMINYUM PROFIL(1.712,00KG) | İŞLEM GÖRMÜŞ ALÜMİNYUM PROFİL",17,"$261,307"
1486.0,VIEW INTERNATIONAL LOGISTICS SERVICES COMPANY,ÜRDÜN,info@filsc.com; md@aldaoud.com.jo,96265814141,https://filsc.com/,"53 Abdulla Ghousheh Street, P.O. Box 1361, Amman 11821 Jordan",,Profiller,150.05.ISL0036*ESP A-YAKLI BANNER,6,"$261,213"
1487.0,ALUTECLİNES GMBH RIEDSTR.22 71711 STEINHEIM AN DER,ALMANYA,"af@aluteclines.com, kontakt@aluteclines.com, nan","+4915901824035, +491776816210, +4971449980900, +4971469396912, +497176816467, nan","https://www.aluteclines.com, nan","Alu TecLines GmbH, Riedstraße 22, 71711 Steinheim an der Murr, Germany",✅ Found,İçi boş profiller,ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (EL-OKSALLI),21,"$260,846"
1488.0,MATEEN,İSRAİL,"info@mateen.co.il, nan","+97249500900, nan","https://mateen.co.il, nan","רותם 2, פארק תעשיות בר-לב, 201560, Israel (Rotem St. 2, Bar Lev Industrial Park, P.O.B. 71, 201560)",✅ Found,İçi boş profiller,ALÜMİNYUM PROFİL (BO-YASIZ),3,"$260,776"
